Timestamp,File,Event
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (**) Option "xkb_options" "terminate:ctrl_alt_bksp"
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (II) No input driver specified, ignoring this device.
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (II) This device may have been added with another device file.
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (II) Using input driver 'libinput' for 'Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard'
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (II) XINPUT: Adding extended input device "Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard" (type: KEYBOARD, id 16)
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (II) config/udev: Adding input device HD-Audio Generic Front Headphone (/dev/input/event21)
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (II) config/udev: removing device Eee PC WMI hotkeys
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (II) event9  - Eee PC WMI hotkeys: device removed
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (II) libinput: Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: is a virtual subdevice
1970-01-06 17:55:06.406000,/var/log/Xorg.0.log,[514506.406] (**) Eee PC WMI hotkeys: Applying InputClass "libinput keyboard catchall"
1970-01-06 17:55:06.406000,/var/log/Xorg.0.log,[514506.406] (**) Eee PC WMI hotkeys: Applying InputClass "system-keyboard"
1970-01-06 17:55:06.406000,/var/log/Xorg.0.log,[514506.406] (**) Eee PC WMI hotkeys: always reports core events
1970-01-06 17:55:06.406000,/var/log/Xorg.0.log,[514506.406] (**) Option "Device" "/dev/input/event9"
1970-01-06 17:55:06.406000,/var/log/Xorg.0.log,[514506.406] (II) UnloadModule: "libinput"
1970-01-06 17:55:06.406000,/var/log/Xorg.0.log,[514506.406] (II) Using input driver 'libinput' for 'Eee PC WMI hotkeys'
1970-01-06 17:55:06.406000,/var/log/Xorg.0.log,[514506.406] (II) config/udev: Adding input device Eee PC WMI hotkeys (/dev/input/event9)
1970-01-06 17:55:06.406000,/var/log/Xorg.0.log,[514506.406] (II) event9  - Eee PC WMI hotkeys: device is a keyboard
1970-01-06 17:55:06.406000,/var/log/Xorg.0.log,[514506.406] (II) event9  - Eee PC WMI hotkeys: device removed
1970-01-06 17:55:06.406000,/var/log/Xorg.0.log,[514506.406] (II) event9  - Eee PC WMI hotkeys: is tagged by udev as: Keyboard
1970-01-06 17:55:06.421000,/var/log/Xorg.0.log,[514506.421] (**) Option "config_info" "udev:/sys/devices/platform/eeepc-wmi/input/input9/event9"
1970-01-06 17:55:06.421000,/var/log/Xorg.0.log,[514506.421] (**) Option "xkb_layout" "us"
1970-01-06 17:55:06.421000,/var/log/Xorg.0.log,[514506.421] (**) Option "xkb_model" "pc105+inet"
1970-01-06 17:55:06.421000,/var/log/Xorg.0.log,[514506.421] (**) Option "xkb_options" "terminate:ctrl_alt_bksp"
1970-01-06 17:55:06.421000,/var/log/Xorg.0.log,[514506.421] (II) XINPUT: Adding extended input device "Eee PC WMI hotkeys" (type: KEYBOARD, id 14)
1970-01-06 17:55:06.421000,/var/log/Xorg.0.log,[514506.421] (II) config/udev: removing device Power Button
1970-01-06 17:55:06.421000,/var/log/Xorg.0.log,[514506.421] (II) event0  - Power Button: device removed
1970-01-06 17:55:06.421000,/var/log/Xorg.0.log,[514506.421] (II) event9  - Eee PC WMI hotkeys: device is a keyboard
1970-01-06 17:55:06.421000,/var/log/Xorg.0.log,[514506.421] (II) event9  - Eee PC WMI hotkeys: is tagged by udev as: Keyboard
1970-01-06 17:55:06.431000,/var/log/Xorg.0.log,[514506.431] (**) Option "Device" "/dev/input/event0"
1970-01-06 17:55:06.431000,/var/log/Xorg.0.log,[514506.431] (**) Power Button: Applying InputClass "libinput keyboard catchall"
1970-01-06 17:55:06.431000,/var/log/Xorg.0.log,[514506.431] (**) Power Button: Applying InputClass "system-keyboard"
1970-01-06 17:55:06.431000,/var/log/Xorg.0.log,[514506.431] (**) Power Button: always reports core events
1970-01-06 17:55:06.431000,/var/log/Xorg.0.log,[514506.431] (II) UnloadModule: "libinput"
1970-01-06 17:55:06.431000,/var/log/Xorg.0.log,[514506.431] (II) Using input driver 'libinput' for 'Power Button'
1970-01-06 17:55:06.431000,/var/log/Xorg.0.log,[514506.431] (II) config/udev: Adding input device Power Button (/dev/input/event0)
1970-01-06 17:55:06.431000,/var/log/Xorg.0.log,[514506.431] (II) event0  - Power Button: device is a keyboard
1970-01-06 17:55:06.431000,/var/log/Xorg.0.log,[514506.431] (II) event0  - Power Button: device removed
1970-01-06 17:55:06.431000,/var/log/Xorg.0.log,[514506.431] (II) event0  - Power Button: is tagged by udev as: Keyboard
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (**) Option "config_info" "udev:/sys/devices/platform/PNP0C0C:00/input/input0/event0"
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (**) Option "xkb_layout" "us"
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (**) Option "xkb_model" "pc105+inet"
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (**) Option "xkb_options" "terminate:ctrl_alt_bksp"
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (II) No input driver specified, ignoring this device.
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (II) This device may have been added with another device file.
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (II) XINPUT: Adding extended input device "Power Button" (type: KEYBOARD, id 13)
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (II) config/udev: Adding input device HD-Audio Generic Rear Mic (/dev/input/event19)
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (II) config/udev: removing device Logitech Mechanical keyboard Logitech Mechanical keyboard
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (II) event0  - Power Button: device is a keyboard
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (II) event0  - Power Button: is tagged by udev as: Keyboard
1970-01-06 17:55:06.438000,/var/log/Xorg.0.log,[514506.438] (II) event4  - Logitech Mechanical keyboard Logitech Mechanical keyboard: device removed
1970-01-06 17:55:06.444000,/var/log/Xorg.0.log,[514506.444] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard: Applying InputClass "libinput keyboard catchall"
1970-01-06 17:55:06.444000,/var/log/Xorg.0.log,[514506.444] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard: Applying InputClass "system-keyboard"
1970-01-06 17:55:06.444000,/var/log/Xorg.0.log,[514506.444] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard: always reports core events
1970-01-06 17:55:06.444000,/var/log/Xorg.0.log,[514506.444] (**) Option "Device" "/dev/input/event4"
1970-01-06 17:55:06.444000,/var/log/Xorg.0.log,[514506.444] (II) UnloadModule: "libinput"
1970-01-06 17:55:06.444000,/var/log/Xorg.0.log,[514506.444] (II) Using input driver 'libinput' for 'Logitech Mechanical keyboard Logitech Mechanical keyboard'
1970-01-06 17:55:06.444000,/var/log/Xorg.0.log,[514506.444] (II) config/udev: Adding input device Logitech Mechanical keyboard Logitech Mechanical keyboard (/dev/input/event4)
1970-01-06 17:55:06.445000,/var/log/Xorg.0.log,[514506.445] (II) event4  - Logitech Mechanical keyboard Logitech Mechanical keyboard: device is a keyboard
1970-01-06 17:55:06.445000,/var/log/Xorg.0.log,[514506.445] (II) event4  - Logitech Mechanical keyboard Logitech Mechanical keyboard: device removed
1970-01-06 17:55:06.445000,/var/log/Xorg.0.log,[514506.445] (II) event4  - Logitech Mechanical keyboard Logitech Mechanical keyboard: is tagged by udev as: Keyboard
1970-01-06 17:55:06.456000,/var/log/Xorg.0.log,[514506.456] (**) Option "config_info" "udev:/sys/devices/pci0000:40/0000:40:01.4/0000:aa:00.0/0000:ab:0c.0/0000:ac:00.0/usb7/7-5/7-5:1.0/0003:046D:C341.0005/input/input4/event4"
1970-01-06 17:55:06.456000,/var/log/Xorg.0.log,[514506.456] (**) Option "xkb_layout" "us"
1970-01-06 17:55:06.456000,/var/log/Xorg.0.log,[514506.456] (**) Option "xkb_model" "pc105+inet"
1970-01-06 17:55:06.456000,/var/log/Xorg.0.log,[514506.456] (**) Option "xkb_options" "terminate:ctrl_alt_bksp"
1970-01-06 17:55:06.456000,/var/log/Xorg.0.log,[514506.456] (II) XINPUT: Adding extended input device "Logitech Mechanical keyboard Logitech Mechanical keyboard" (type: KEYBOARD, id 8)
1970-01-06 17:55:06.456000,/var/log/Xorg.0.log,[514506.456] (II) config/udev: removing device American Megatreds Inc. Virtual Keyboard and Mouse Gadget
1970-01-06 17:55:06.456000,/var/log/Xorg.0.log,[514506.456] (II) event4  - Logitech Mechanical keyboard Logitech Mechanical keyboard: device is a keyboard
1970-01-06 17:55:06.456000,/var/log/Xorg.0.log,[514506.456] (II) event4  - Logitech Mechanical keyboard Logitech Mechanical keyboard: is tagged by udev as: Keyboard
1970-01-06 17:55:06.456000,/var/log/Xorg.0.log,[514506.456] (II) event6  - American Megatreds Inc. Virtual Keyboard and Mouse Gadget: device removed
1970-01-06 17:55:06.468000,/var/log/Xorg.0.log,[514506.468] (**) American Megatreds Inc. Virtual Keyboard and Mouse Gadget: Applying InputClass "libinput pointer catchall"
1970-01-06 17:55:06.468000,/var/log/Xorg.0.log,[514506.468] (**) American Megatreds Inc. Virtual Keyboard and Mouse Gadget: always reports core events
1970-01-06 17:55:06.468000,/var/log/Xorg.0.log,[514506.468] (**) Option "Device" "/dev/input/event6"
1970-01-06 17:55:06.468000,/var/log/Xorg.0.log,[514506.468] (II) UnloadModule: "libinput"
1970-01-06 17:55:06.468000,/var/log/Xorg.0.log,[514506.468] (II) Using input driver 'libinput' for 'American Megatreds Inc. Virtual Keyboard and Mouse Gadget'
1970-01-06 17:55:06.468000,/var/log/Xorg.0.log,[514506.468] (II) config/udev: Adding input device American Megatreds Inc. Virtual Keyboard and Mouse Gadget (/dev/input/event6)
1970-01-06 17:55:06.469000,/var/log/Xorg.0.log,[514506.469] (II) event6  - American Megatreds Inc. Virtual Keyboard and Mouse Gadget: device is a pointer
1970-01-06 17:55:06.469000,/var/log/Xorg.0.log,[514506.469] (II) event6  - American Megatreds Inc. Virtual Keyboard and Mouse Gadget: device removed
1970-01-06 17:55:06.469000,/var/log/Xorg.0.log,[514506.469] (II) event6  - American Megatreds Inc. Virtual Keyboard and Mouse Gadget: is tagged by udev as: Mouse
1970-01-06 17:55:06.484000,/var/log/Xorg.0.log,[514506.484] (**) American Megatreds Inc. Virtual Keyboard and Mouse Gadget: (accel) acceleration factor: 2.000
1970-01-06 17:55:06.484000,/var/log/Xorg.0.log,[514506.484] (**) American Megatreds Inc. Virtual Keyboard and Mouse Gadget: (accel) acceleration threshold: 4
1970-01-06 17:55:06.484000,/var/log/Xorg.0.log,[514506.484] (**) American Megatreds Inc. Virtual Keyboard and Mouse Gadget: (accel) selected scheme none/0
1970-01-06 17:55:06.484000,/var/log/Xorg.0.log,[514506.484] (**) Option "AccelerationScheme" "none"
1970-01-06 17:55:06.484000,/var/log/Xorg.0.log,[514506.484] (**) Option "config_info" "udev:/sys/devices/pci0000:40/0000:40:01.4/0000:aa:00.0/0000:ab:0c.0/0000:ac:00.0/usb7/7-6/7-6.4/7-6.4:1.0/0003:046B:FF10.0008/input/input6/event6"
1970-01-06 17:55:06.484000,/var/log/Xorg.0.log,[514506.484] (II) XINPUT: Adding extended input device "American Megatreds Inc. Virtual Keyboard and Mouse Gadget" (type: MOUSE, id 10)
1970-01-06 17:55:06.484000,/var/log/Xorg.0.log,[514506.484] (II) event6  - American Megatreds Inc. Virtual Keyboard and Mouse Gadget: device is a pointer
1970-01-06 17:55:06.484000,/var/log/Xorg.0.log,[514506.484] (II) event6  - American Megatreds Inc. Virtual Keyboard and Mouse Gadget: is tagged by udev as: Mouse
1970-01-06 17:55:06.485000,/var/log/Xorg.0.log,[514506.485] (II) config/udev: removing device Corsair CORSAIR M65 RGB ULTRA Gaming Mouse
1970-01-06 17:55:06.485000,/var/log/Xorg.0.log,[514506.485] (II) event2  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: device removed
1970-01-06 17:55:06.501000,/var/log/Xorg.0.log,[514506.501] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: Applying InputClass "libinput pointer catchall"
1970-01-06 17:55:06.501000,/var/log/Xorg.0.log,[514506.501] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: always reports core events
1970-01-06 17:55:06.501000,/var/log/Xorg.0.log,[514506.501] (**) Option "Device" "/dev/input/event2"
1970-01-06 17:55:06.501000,/var/log/Xorg.0.log,[514506.501] (II) UnloadModule: "libinput"
1970-01-06 17:55:06.501000,/var/log/Xorg.0.log,[514506.501] (II) Using input driver 'libinput' for 'Corsair CORSAIR M65 RGB ULTRA Gaming Mouse'
1970-01-06 17:55:06.501000,/var/log/Xorg.0.log,[514506.501] (II) config/udev: Adding input device Corsair CORSAIR M65 RGB ULTRA Gaming Mouse (/dev/input/event2)
1970-01-06 17:55:06.553000,/var/log/Xorg.0.log,[514506.553] (II) event2  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: device is a pointer
1970-01-06 17:55:06.553000,/var/log/Xorg.0.log,[514506.553] (II) event2  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: device removed
1970-01-06 17:55:06.553000,/var/log/Xorg.0.log,[514506.553] (II) event2  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: is tagged by udev as: Mouse
1970-01-06 17:55:06.565000,/var/log/Xorg.0.log,[514506.565] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: (accel) acceleration factor: 2.000
1970-01-06 17:55:06.565000,/var/log/Xorg.0.log,[514506.565] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: (accel) acceleration threshold: 4
1970-01-06 17:55:06.565000,/var/log/Xorg.0.log,[514506.565] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: (accel) selected scheme none/0
1970-01-06 17:55:06.565000,/var/log/Xorg.0.log,[514506.565] (**) Option "AccelerationScheme" "none"
1970-01-06 17:55:06.565000,/var/log/Xorg.0.log,[514506.565] (**) Option "config_info" "udev:/sys/devices/pci0000:40/0000:40:01.4/0000:aa:00.0/0000:ab:0c.0/0000:ac:00.0/usb7/7-4/7-4:1.0/0003:1B1C:1B9E.0001/input/input2/event2"
1970-01-06 17:55:06.565000,/var/log/Xorg.0.log,[514506.565] (II) XINPUT: Adding extended input device "Corsair CORSAIR M65 RGB ULTRA Gaming Mouse" (type: MOUSE, id 6)
1970-01-06 17:55:06.565000,/var/log/Xorg.0.log,[514506.565] (II) libinput: Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: Step value 0 was provided, libinput Fallback acceleration function is used.
1970-01-06 17:55:06.565000,/var/log/Xorg.0.log,[514506.565] (II) libinput: Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: Step value 0 was provided, libinput Fallback acceleration function is used.
1970-01-06 17:55:06.565000,/var/log/Xorg.0.log,[514506.565] (II) libinput: Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: Step value 0 was provided, libinput Fallback acceleration function is used.
1970-01-06 17:55:06.616000,/var/log/Xorg.0.log,[514506.616] (II) event2  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: device is a pointer
1970-01-06 17:55:06.616000,/var/log/Xorg.0.log,[514506.616] (II) event2  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse: is tagged by udev as: Mouse
1970-01-06 17:55:06.617000,/var/log/Xorg.0.log,[514506.617] (II) config/udev: removing device American Megatreds Inc. Virtual Keyboard and Mouse Gadget
