/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00029-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00028-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00024-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00023-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00019-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00018-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00014-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00013-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00009-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00008-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00004-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00003-of-00030.safetensors,4.7G
/home/ai_admin/dp_models/7B_models/Mistral-8B/model-00002-of-00003.safetensors,4.7G
/home/ai_admin/dp_models/7B_models/Mistral-8B/model-00001-of-00003.safetensors,4.7G
/home/ai_admin/dp_models/7B_models/Llama-8B-Instruct/model-00002-of-00004.safetensors,4.7G
/home/ai_admin/dp_models/7B_models/Llama-8B-Instruct/model-00001-of-00004.safetensors,4.7G
/home/ai_admin/dp_models/14B_models/Mistral-14B/model-00003-of-00004.safetensors,4.7G
/home/ai_admin/dp_models/14B_models/Mistral-14B/model-00002-of-00004.safetensors,4.7G
/home/ai_admin/dp_models/14B_models/Mistral-14B/model-00001-of-00004.safetensors,4.7G
/home/ai_admin/dp_models/14B_models/Gemma-12B/model-00001-of-00005.safetensors,4.7G
/home/ai_admin/dp_models/Multi_7B_models/Qwen-8B/model-00002-of-00004.safetensors,4.6G
/home/ai_admin/dp_models/Multi_7B_models/Qwen-8B/model-00001-of-00004.safetensors,4.6G
/home/ai_admin/dp_models/Multi_7B_models/Llava-8B/model-00002-of-00004.safetensors,4.6G
/home/ai_admin/dp_models/Multi_14B_models/Llava-13B/model-00005-of-00006.safetensors,4.6G
/home/ai_admin/dp_models/Multi_14B_models/Llava-13B/model-00004-of-00006.safetensors,4.6G
/home/ai_admin/dp_models/Multi_14B_models/Llava-13B/model-00003-of-00006.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00013-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00012-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00011-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00010-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00009-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00008-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00007-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00006-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00005-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00004-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00003-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00002-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Qwen2.5-Coder-32B-Instruct/model-00001-of-00014.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Codestral-22B-v0.1/model-00007-of-00009.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Codestral-22B-v0.1/model-00004-of-00009.safetensors,4.6G
/home/ai_admin/dp_models/coding_models/Codestral-22B-v0.1/model-00001-of-00009.safetensors,4.6G
/home/ai_admin/dp_models/7B_models/Llama-8B-Instruct/model-00003-of-00004.safetensors,4.6G
/home/ai_admin/dp_models/14B_models/Gemma-12B/model-00004-of-00005.safetensors,4.6G
/home/ai_admin/dp_models/14B_models/Gemma-12B/model-00003-of-00005.safetensors,4.6G
/home/ai_admin/dp_models/14B_models/Gemma-12B/model-00002-of-00005.safetensors,4.6G
/home/ai_admin/.local/share/baloo/index,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00027-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00026-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00025-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00022-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00021-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00020-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00017-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00016-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00015-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00012-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00011-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00010-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00007-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00006-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00005-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00002-of-00030.safetensors,4.4G
/home/ai_admin/dp_models/Agri_models/Llama-AgriLLM-70B/model-00001-of-00030.safetensors,4.3G
/home/ai_admin/dp_models/14B_models/Gemma-12B/model-00005-of-00005.safetensors,4.3G
