Listing files modified within the last hour with details:
-rw-r--r-- 1 ai_admin ai_admin  127 May 31 15:22 ./names_110.txt
-rw-r--r-- 1 ai_admin ai_admin   29 May 31 15:22 ./names_1110.txt
-rw-r--r-- 1 ai_admin ai_admin   44 May 31 15:22 ./names_1116.txt
-rw-r--r-- 1 ai_admin ai_admin  229 May 31 15:22 ./names_111.txt
-rw-r--r-- 1 ai_admin ai_admin   22 May 31 15:22 ./names_11290.txt
-rw-r--r-- 1 ai_admin ai_admin   39 May 31 15:22 ./names_1129.txt
-rw-r--r-- 1 ai_admin ai_admin   94 May 31 15:22 ./names_112.txt
-rw-r--r-- 1 ai_admin ai_admin   25 May 31 15:22 ./names_1138.txt
-rw-r--r-- 1 ai_admin ai_admin  167 May 31 15:22 ./names_113.txt
-rw-r--r-- 1 ai_admin ai_admin   54 May 31 15:22 ./names_1144.txt
-rw-r--r-- 1 ai_admin ai_admin  139 May 31 15:22 ./names_114.txt
-rw-r--r-- 1 ai_admin ai_admin  129 May 31 15:22 ./names_115.txt
-rw-r--r-- 1 ai_admin ai_admin   16 May 31 15:22 ./names_11644.txt
-rw-r--r-- 1 ai_admin ai_admin   79 May 31 15:22 ./names_1167.txt
-rw-r--r-- 1 ai_admin ai_admin  125 May 31 15:22 ./names_116.txt
-rw-r--r-- 1 ai_admin ai_admin   27 May 31 15:22 ./names_11744.txt
-rw-r--r-- 1 ai_admin ai_admin   21 May 31 15:22 ./names_1175.txt
-rw-r--r-- 1 ai_admin ai_admin  122 May 31 15:22 ./names_117.txt
-rw-r--r-- 1 ai_admin ai_admin   36 May 31 15:22 ./names_1188.txt
-rw-r--r-- 1 ai_admin ai_admin  117 May 31 15:22 ./names_118.txt
-rw-r--r-- 1 ai_admin ai_admin   31 May 31 15:22 ./names_1190.txt
-rw-r--r-- 1 ai_admin ai_admin   35 May 31 15:22 ./names_11912.txt
-rw-r--r-- 1 ai_admin ai_admin   45 May 31 15:22 ./names_1195.txt
-rw-r--r-- 1 ai_admin ai_admin   25 May 31 15:22 ./names_1197.txt
-rw-r--r-- 1 ai_admin ai_admin   43 May 31 15:22 ./names_1198.txt
-rw-r--r-- 1 ai_admin ai_admin  124 May 31 15:22 ./names_119.txt
-rw-r--r-- 1 ai_admin ai_admin   72 May 31 15:22 ./names_11.txt
-rw-r--r-- 1 ai_admin ai_admin   25 May 31 15:22 ./names_1204.txt
-rw-r--r-- 1 ai_admin ai_admin   28 May 31 15:22 ./names_1208.txt
-rw-r--r-- 1 ai_admin ai_admin   67 May 31 15:22 ./names_120.txt
-rw-r--r-- 1 ai_admin ai_admin   24 May 31 15:22 ./names_1211.txt
-rw-r--r-- 1 ai_admin ai_admin   35 May 31 15:22 ./names_1212.txt
-rw-r--r-- 1 ai_admin ai_admin  169 May 31 15:22 ./names_121.txt
-rw-r--r-- 1 ai_admin ai_admin   42 May 31 15:22 ./names_12233.txt
-rw-r--r-- 1 ai_admin ai_admin   38 May 31 15:22 ./names_1229.txt
-rw-r--r-- 1 ai_admin ai_admin  104 May 31 15:22 ./names_122.txt
-rw-r--r-- 1 ai_admin ai_admin   29 May 31 15:22 ./names_1235.txt
-rw-r--r-- 1 ai_admin ai_admin  171 May 31 15:22 ./names_123.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1241.txt
-rw-r--r-- 1 ai_admin ai_admin   43 May 31 15:22 ./names_1243.txt
-rw-r--r-- 1 ai_admin ai_admin   22 May 31 15:22 ./names_1244.txt
-rw-r--r-- 1 ai_admin ai_admin   24 May 31 15:22 ./names_1245.txt
-rw-r--r-- 1 ai_admin ai_admin   20 May 31 15:22 ./names_1246.txt
-rw-r--r-- 1 ai_admin ai_admin  156 May 31 15:22 ./names_124.txt
-rw-r--r-- 1 ai_admin ai_admin   29 May 31 15:22 ./names_1258.txt
-rw-r--r-- 1 ai_admin ai_admin   48 May 31 15:22 ./names_125.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1262.txt
-rw-r--r-- 1 ai_admin ai_admin   36 May 31 15:22 ./names_1265.txt
-rw-r--r-- 1 ai_admin ai_admin   64 May 31 15:22 ./names_126.txt
-rw-r--r-- 1 ai_admin ai_admin   42 May 31 15:22 ./names_12735.txt
-rw-r--r-- 1 ai_admin ai_admin   42 May 31 15:22 ./names_1273.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1275.txt
-rw-r--r-- 1 ai_admin ai_admin   26 May 31 15:22 ./names_1276.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_1277.txt
-rw-r--r-- 1 ai_admin ai_admin   67 May 31 15:22 ./names_127.txt
-rw-r--r-- 1 ai_admin ai_admin   42 May 31 15:22 ./names_1298.txt
-rw-r--r-- 1 ai_admin ai_admin  115 May 31 15:22 ./names_129.txt
-rw-r--r-- 1 ai_admin ai_admin   28 May 31 15:22 ./names_1300.txt
-rw-r--r-- 1 ai_admin ai_admin   24 May 31 15:22 ./names_13015.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1309.txt
-rw-r--r-- 1 ai_admin ai_admin   68 May 31 15:22 ./names_130.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_13115.txt
-rw-r--r-- 1 ai_admin ai_admin   50 May 31 15:22 ./names_1311.txt
-rw-r--r-- 1 ai_admin ai_admin   18 May 31 15:22 ./names_13121.txt
-rw-r--r-- 1 ai_admin ai_admin   59 May 31 15:22 ./names_1312.txt
-rw-r--r-- 1 ai_admin ai_admin   28 May 31 15:22 ./names_1314.txt
-rw-r--r-- 1 ai_admin ai_admin   33 May 31 15:22 ./names_1316.txt
-rw-r--r-- 1 ai_admin ai_admin   75 May 31 15:22 ./names_131.txt
-rw-r--r-- 1 ai_admin ai_admin   24 May 31 15:22 ./names_1320.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_13243.txt
-rw-r--r-- 1 ai_admin ai_admin   29 May 31 15:22 ./names_1324.txt
-rw-r--r-- 1 ai_admin ai_admin   27 May 31 15:22 ./names_1325.txt
-rw-r--r-- 1 ai_admin ai_admin  117 May 31 15:22 ./names_132.txt
-rw-r--r-- 1 ai_admin ai_admin   56 May 31 15:22 ./names_1334.txt
-rw-r--r-- 1 ai_admin ai_admin  215 May 31 15:22 ./names_133.txt
-rw-r--r-- 1 ai_admin ai_admin   25 May 31 15:22 ./names_13404.txt
-rw-r--r-- 1 ai_admin ai_admin   26 May 31 15:22 ./names_1341.txt
-rw-r--r-- 1 ai_admin ai_admin   34 May 31 15:22 ./names_13454.txt
-rw-r--r-- 1 ai_admin ai_admin   40 May 31 15:22 ./names_13480.txt
-rw-r--r-- 1 ai_admin ai_admin   87 May 31 15:22 ./names_134.txt
-rw-r--r-- 1 ai_admin ai_admin   26 May 31 15:22 ./names_1352.txt
-rw-r--r-- 1 ai_admin ai_admin   45 May 31 15:22 ./names_1357.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_13589.txt
-rw-r--r-- 1 ai_admin ai_admin   58 May 31 15:22 ./names_135.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_13625.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_13633.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_13635.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1363.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_13652.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_13658.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_13661.txt
-rw-r--r-- 1 ai_admin ai_admin   27 May 31 15:22 ./names_13686.txt
-rw-r--r-- 1 ai_admin ai_admin   37 May 31 15:22 ./names_1369.txt
-rw-r--r-- 1 ai_admin ai_admin  202 May 31 15:22 ./names_136.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1374.txt
-rw-r--r-- 1 ai_admin ai_admin   20 May 31 15:22 ./names_137.txt
-rw-r--r-- 1 ai_admin ai_admin   31 May 31 15:22 ./names_1383.txt
-rw-r--r-- 1 ai_admin ai_admin   23 May 31 15:22 ./names_13859.txt
-rw-r--r-- 1 ai_admin ai_admin   23 May 31 15:22 ./names_1387.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_1388.txt
-rw-r--r-- 1 ai_admin ai_admin   34 May 31 15:22 ./names_138.txt
-rw-r--r-- 1 ai_admin ai_admin   36 May 31 15:22 ./names_13908.txt
-rw-r--r-- 1 ai_admin ai_admin   21 May 31 15:22 ./names_1390.txt
-rw-r--r-- 1 ai_admin ai_admin  139 May 31 15:22 ./names_139.txt
-rw-r--r-- 1 ai_admin ai_admin  106 May 31 15:22 ./names_13.txt
-rw-r--r-- 1 ai_admin ai_admin   26 May 31 15:22 ./names_1403.txt
-rw-r--r-- 1 ai_admin ai_admin   22 May 31 15:22 ./names_140.txt
-rw-r--r-- 1 ai_admin ai_admin   16 May 31 15:22 ./names_1410.txt
-rw-r--r-- 1 ai_admin ai_admin   23 May 31 15:22 ./names_1413.txt
-rw-r--r-- 1 ai_admin ai_admin   29 May 31 15:22 ./names_14162.txt
-rw-r--r-- 1 ai_admin ai_admin   24 May 31 15:22 ./names_1417.txt
-rw-r--r-- 1 ai_admin ai_admin   89 May 31 15:22 ./names_141.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_14253.txt
-rw-r--r-- 1 ai_admin ai_admin   53 May 31 15:22 ./names_1426.txt
-rw-r--r-- 1 ai_admin ai_admin  290 May 31 15:22 ./names_142.txt
-rw-r--r-- 1 ai_admin ai_admin   47 May 31 15:22 ./names_1431.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_14366.txt
-rw-r--r-- 1 ai_admin ai_admin   38 May 31 15:22 ./names_143.txt
-rw-r--r-- 1 ai_admin ai_admin   43 May 31 15:22 ./names_1441.txt
-rw-r--r-- 1 ai_admin ai_admin   35 May 31 15:22 ./names_1447.txt
-rw-r--r-- 1 ai_admin ai_admin   21 May 31 15:22 ./names_144.txt
-rw-r--r-- 1 ai_admin ai_admin   24 May 31 15:22 ./names_14555.txt
-rw-r--r-- 1 ai_admin ai_admin   27 May 31 15:22 ./names_1463.txt
-rw-r--r-- 1 ai_admin ai_admin   41 May 31 15:22 ./names_1464.txt
-rw-r--r-- 1 ai_admin ai_admin   33 May 31 15:22 ./names_14682.txt
-rw-r--r-- 1 ai_admin ai_admin   47 May 31 15:22 ./names_1474.txt
-rw-r--r-- 1 ai_admin ai_admin  114 May 31 15:22 ./names_147.txt
-rw-r--r-- 1 ai_admin ai_admin   26 May 31 15:22 ./names_1480.txt
-rw-r--r-- 1 ai_admin ai_admin   97 May 31 15:22 ./names_148.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1491.txt
-rw-r--r-- 1 ai_admin ai_admin   52 May 31 15:22 ./names_1492.txt
-rw-r--r-- 1 ai_admin ai_admin   29 May 31 15:22 ./names_1493.txt
-rw-r--r-- 1 ai_admin ai_admin   42 May 31 15:22 ./names_1495.txt
-rw-r--r-- 1 ai_admin ai_admin  168 May 31 15:22 ./names_149.txt
-rw-r--r-- 1 ai_admin ai_admin  125 May 31 15:22 ./names_14.txt
-rw-r--r-- 1 ai_admin ai_admin   25 May 31 15:22 ./names_1501.txt
-rw-r--r-- 1 ai_admin ai_admin   25 May 31 15:22 ./names_15036.txt
-rw-r--r-- 1 ai_admin ai_admin   27 May 31 15:22 ./names_1508.txt
-rw-r--r-- 1 ai_admin ai_admin   38 May 31 15:22 ./names_150.txt
-rw-r--r-- 1 ai_admin ai_admin   27 May 31 15:22 ./names_1510.txt
-rw-r--r-- 1 ai_admin ai_admin   37 May 31 15:22 ./names_1512.txt
-rw-r--r-- 1 ai_admin ai_admin   40 May 31 15:22 ./names_151.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1521.txt
-rw-r--r-- 1 ai_admin ai_admin   52 May 31 15:22 ./names_1524.txt
-rw-r--r-- 1 ai_admin ai_admin   28 May 31 15:22 ./names_1525.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_1529.txt
-rw-r--r-- 1 ai_admin ai_admin   44 May 31 15:22 ./names_152.txt
-rw-r--r-- 1 ai_admin ai_admin   29 May 31 15:22 ./names_1533.txt
-rw-r--r-- 1 ai_admin ai_admin   20 May 31 15:22 ./names_1535.txt
-rw-r--r-- 1 ai_admin ai_admin   33 May 31 15:22 ./names_1539.txt
-rw-r--r-- 1 ai_admin ai_admin   48 May 31 15:22 ./names_153.txt
-rw-r--r-- 1 ai_admin ai_admin   23 May 31 15:22 ./names_15439.txt
-rw-r--r-- 1 ai_admin ai_admin   25 May 31 15:22 ./names_1543.txt
-rw-r--r-- 1 ai_admin ai_admin   25 May 31 15:22 ./names_1547.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_154.txt
-rw-r--r-- 1 ai_admin ai_admin   31 May 31 15:22 ./names_1550.txt
-rw-r--r-- 1 ai_admin ai_admin   25 May 31 15:22 ./names_1557.txt
-rw-r--r-- 1 ai_admin ai_admin   80 May 31 15:22 ./names_155.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_1561.txt
-rw-r--r-- 1 ai_admin ai_admin   34 May 31 15:22 ./names_1567.txt
-rw-r--r-- 1 ai_admin ai_admin  146 May 31 15:22 ./names_156.txt
-rw-r--r-- 1 ai_admin ai_admin   43 May 31 15:22 ./names_1574.txt
-rw-r--r-- 1 ai_admin ai_admin   29 May 31 15:22 ./names_15795.txt
-rw-r--r-- 1 ai_admin ai_admin   59 May 31 15:22 ./names_157.txt
-rw-r--r-- 1 ai_admin ai_admin   26 May 31 15:22 ./names_1584.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_1586.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_15888.txt
-rw-r--r-- 1 ai_admin ai_admin   20 May 31 15:22 ./names_158.txt
-rw-r--r-- 1 ai_admin ai_admin   45 May 31 15:22 ./names_1590.txt
-rw-r--r-- 1 ai_admin ai_admin   75 May 31 15:22 ./names_159.txt
-rw-r--r-- 1 ai_admin ai_admin   28 May 31 15:22 ./names_15.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1605.txt
-rw-r--r-- 1 ai_admin ai_admin   41 May 31 15:22 ./names_1607.txt
-rw-r--r-- 1 ai_admin ai_admin   56 May 31 15:22 ./names_160.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1617.txt
-rw-r--r-- 1 ai_admin ai_admin   31 May 31 15:22 ./names_16189.txt
-rw-r--r-- 1 ai_admin ai_admin  102 May 31 15:22 ./names_161.txt
-rw-r--r-- 1 ai_admin ai_admin   34 May 31 15:22 ./names_1622.txt
-rw-r--r-- 1 ai_admin ai_admin   22 May 31 15:22 ./names_1623.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_16319.txt
-rw-r--r-- 1 ai_admin ai_admin   28 May 31 15:22 ./names_16329.txt
-rw-r--r-- 1 ai_admin ai_admin   47 May 31 15:22 ./names_1632.txt
-rw-r--r-- 1 ai_admin ai_admin   23 May 31 15:22 ./names_16364.txt
-rw-r--r-- 1 ai_admin ai_admin   34 May 31 15:22 ./names_1637.txt
-rw-r--r-- 1 ai_admin ai_admin   87 May 31 15:22 ./names_163.txt
-rw-r--r-- 1 ai_admin ai_admin   21 May 31 15:22 ./names_1646.txt
-rw-r--r-- 1 ai_admin ai_admin   36 May 31 15:22 ./names_1649.txt
-rw-r--r-- 1 ai_admin ai_admin   45 May 31 15:22 ./names_164.txt
-rw-r--r-- 1 ai_admin ai_admin   25 May 31 15:22 ./names_1654.txt
-rw-r--r-- 1 ai_admin ai_admin   22 May 31 15:22 ./names_1656.txt
-rw-r--r-- 1 ai_admin ai_admin   29 May 31 15:22 ./names_16578.txt
-rw-r--r-- 1 ai_admin ai_admin   84 May 31 15:22 ./names_1658.txt
-rw-r--r-- 1 ai_admin ai_admin   28 May 31 15:22 ./names_165.txt
-rw-r--r-- 1 ai_admin ai_admin   40 May 31 15:22 ./names_16601.txt
-rw-r--r-- 1 ai_admin ai_admin   39 May 31 15:22 ./names_1669.txt
-rw-r--r-- 1 ai_admin ai_admin   23 May 31 15:22 ./names_1672.txt
-rw-r--r-- 1 ai_admin ai_admin   27 May 31 15:22 ./names_1676.txt
-rw-r--r-- 1 ai_admin ai_admin   94 May 31 15:22 ./names_167.txt
-rw-r--r-- 1 ai_admin ai_admin   38 May 31 15:22 ./names_1680.txt
-rw-r--r-- 1 ai_admin ai_admin   39 May 31 15:22 ./names_1694.txt
-rw-r--r-- 1 ai_admin ai_admin   19 May 31 15:22 ./names_16954.txt
-rw-r--r-- 1 ai_admin ai_admin   54 May 31 15:22 ./names_1699.txt
-rw-r--r-- 1 ai_admin ai_admin  250 May 31 15:22 ./names_169.txt
-rw-r--r-- 1 ai_admin ai_admin  448 May 31 15:22 ./names_16.txt
-rw-r--r-- 1 ai_admin ai_admin   65 May 31 15:22 ./names_1704.txt
-rw-r--r-- 1 ai_admin ai_admin   46 May 31 15:22 ./names_1705.txt
-rw-r--r-- 1 ai_admin ai_admin   27 May 31 15:22 ./names_1708.txt
-rw-r--r-- 1 ai_admin ai_admin   89 May 31 15:22 ./names_170.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_171.txt
-rw-r--r-- 1 ai_admin ai_admin   27 May 31 15:22 ./names_1723.txt
-rw-r--r-- 1 ai_admin ai_admin   40 May 31 15:22 ./names_1724.txt
-rw-r--r-- 1 ai_admin ai_admin   25 May 31 15:22 ./names_17272.txt
-rw-r--r-- 1 ai_admin ai_admin   37 May 31 15:22 ./names_1728.txt
-rw-r--r-- 1 ai_admin ai_admin   87 May 31 15:22 ./names_172.txt
-rw-r--r-- 1 ai_admin ai_admin   35 May 31 15:22 ./names_1734.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_1738.txt
-rw-r--r-- 1 ai_admin ai_admin  159 May 31 15:22 ./names_173.txt
-rw-r--r-- 1 ai_admin ai_admin   35 May 31 15:22 ./names_1744.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_17483.txt
-rw-r--r-- 1 ai_admin ai_admin  177 May 31 15:22 ./names_174.txt
-rw-r--r-- 1 ai_admin ai_admin   38 May 31 15:22 ./names_1752.txt
-rw-r--r-- 1 ai_admin ai_admin   17 May 31 15:22 ./names_1757.txt
-rw-r--r-- 1 ai_admin ai_admin   38 May 31 15:22 ./names_1759.txt
-rw-r--r-- 1 ai_admin ai_admin   56 May 31 15:22 ./names_175.txt
-rw-r--r-- 1 ai_admin ai_admin   96 May 31 15:22 ./names_1769.txt
-rw-r--r-- 1 ai_admin ai_admin   57 May 31 15:22 ./names_176.txt
-rw-r--r-- 1 ai_admin ai_admin   44 May 31 15:22 ./names_1770.txt
-rw-r--r-- 1 ai_admin ai_admin  146 May 31 15:22 ./names_177.txt
-rw-r--r-- 1 ai_admin ai_admin   22 May 31 15:22 ./names_1786.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_17878.txt
-rw-r--r-- 1 ai_admin ai_admin   29 May 31 15:22 ./names_17898.txt
-rw-r--r-- 1 ai_admin ai_admin   24 May 31 15:22 ./names_178.txt
-rw-r--r-- 1 ai_admin ai_admin   46 May 31 15:22 ./names_17.txt
-rw-r--r-- 1 ai_admin ai_admin   30 May 31 15:22 ./names_1806.txt
-rw-r--r-- 1 ai_admin ai_admin   59 May 31 15:22 ./names_1807.txt
-rw-r--r-- 1 ai_admin ai_admin   39 May 31 15:22 ./names_1809.txt
-rw-r--r-- 1 ai_admin ai_admin  147 May 31 15:22 ./names_180.txt
-rw-r--r-- 1 ai_admin ai_admin   62 May 31 15:22 ./names_181.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1825.txt
-rw-r--r-- 1 ai_admin ai_admin   34 May 31 15:22 ./names_18271.txt
-rw-r--r-- 1 ai_admin ai_admin   73 May 31 15:22 ./names_182.txt
-rw-r--r-- 1 ai_admin ai_admin  194 May 31 15:22 ./names_183.txt
-rw-r--r-- 1 ai_admin ai_admin   24 May 31 15:22 ./names_1850.txt
-rw-r--r-- 1 ai_admin ai_admin   32 May 31 15:22 ./names_1858.txt
-rw-r--r-- 1 ai_admin ai_admin   57 May 31 15:22 ./names_185.txt
-rw-r--r-- 1 ai_admin ai_admin   38 May 31 15:22 ./names_18602.txt
-rw-r--r-- 1 ai_admin ai_admin   35 May 31 15:22 ./names_1861.txt
-rw-r--r-- 1 ai_admin ai_admin   86 May 31 15:22 ./names_186.txt
-rw-r--r-- 1 ai_admin ai_admin   59 May 31 15:22 ./names_1875.txt
-rw-r--r-- 1 ai_admin ai_admin   90 May 31 15:22 ./names_187.txt
-rw-r--r-- 1 ai_admin ai_admin   21 May 31 15:22 ./names_18854.txt
-rw-r--r-- 1 ai_admin ai_admin   61 May 31 15:22 ./names_188.txt
-rw-r--r-- 1 ai_admin ai_admin   37 May 31 15:22 ./names_1890.txt
-rw-r--r-- 1 ai_admin ai_admin   48 May 31 15:22 ./names_189.txt
-rw-r--r-- 1 ai_admin ai_admin  122 May 31 15:22 ./names_18.txt
-rw-r--r-- 1 ai_admin ai_admin   24 May 31 15:22 ./names_1904.txt
-rw-r--r-- 1 ai_admin ai_admin   81 May 31 15:22 ./names_190.txt
-rw-r--r-- 1 ai_admin ai_admin   38 May 31 15:22 ./names_1918.txt
-rw-r--r-- 1 ai_admin ai_admin   47 May 31 15:22 ./names_192073.txt
-rw-r--r-- 1 ai_admin ai_admin   29 May 31 15:22 ./names_1923.txt
-rw-r--r-- 1 ai_admin ai_admin   27 May 31 15:22 ./names_1928.txt
